Nome,name,Cargo,Sexo,Partido,ideologia,ColigaCAo,PartidoCol1,PartidoCol2,PartidoCol3,PartidoCol4,PartidoCol5,PartidoCol6,PartidoCol7,SituaCAo,GraudeInstruCAo,OcupaCAo,OcupaCAoComplementar,EstadoCivil,DatadeNascimento,Cadeiras_por_estado,NUmerodoCandidato,migrant1,n_mudan1,senti11,Vereador,DepEstadual,CargExecEletivoSubNacional,CargExecEletivoNacional,CargExecNEletivoSubNacional,CargExexNEletivoNacional,PresidenteEstatal,Senado,Suplente,Idade,Escandalo,Identidade_religiosa,Migrante,n_mudanC,sentid1,GrupoEtario,MacroregiOes,Cargo_ComissAo,coalgov,UF,pobreza,votos02,votos06,aumevot0206,Eleito,ReeleiCAo,mesa,lideranC,dimivot0206,escandalo2,reeleito,mensalao,sangues,temsuper,votes,list.uf,list.coli,poverty.state,support,pork,despesa
CELSO SILVA DE CARVALHO,CELSO CARVALHO,Deputado Federal,Masculino,PPS,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Federal,Outros,Casado(a),9-Nov-58,46,2358,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,9126.24
CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,Deputado Federal,Masculino,PP,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),20-Aug-56,70,1188,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,261635,573524,1,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,1,261635,4,1,17.77,0.5,0.84,123758.72
CESAR ANT«NIO VALDUGA,VALDUGA,Deputado Federal,Masculino,PC do B,0,PRB / PT / PL / PC do B,PRB,PT,PL,PC do B,NA,NA,NA,Deferido,Ensino MEdio completo,Outros,Outros,Divorciado(a),20-May-61,16,6565,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SC,0.12,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CESAR AUGUSTO DE SOUZA DIAS,DR_ CESAR,Deputado Federal,Masculino,PDT,0,PDT / PTN,PDT,PTN,NA,NA,NA,NA,NA,Deferido,Superior completo,MEdico,Outros,Casado(a),9-Dec-48,8,1233,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"indepentes (pps, pdt, pv)",RR,0.38,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,6357.56
CESAR AUGUSTO GONCALVES,CESAR GONCALVES,Deputado Federal,Masculino,PFL,2,PTN / PSC / PL / PPS / PFL / PMN / PRONA,PTN,PSC,PL,PPS,PFL,PMN,PRONA,Deferido com recurso,Superior completo,Servidor PUblico Federal,Servidor Publico Civil,Casado(a),5-Feb-51,8,2515,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,55,NAo,NA,NAo,NA,NA,51 a 65 anos,Centro-oeste,NA,"oposiCAo (pfl, psdb)",DF,0.1838,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,216698.72
CESAR OLIVEIRA CARNEIRO,CESAR CARNEIRO,Deputado Federal,Masculino,PSOL,0,PSOL / PCB / PSTU,PSOL,PCB,PSTU,NA,NA,NA,NA,Deferido,Superior completo,Professor de Ensino MEdio,Outros,Casado(a),16-Jan-70,39,5010,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,36,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,pequenos partidos,BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,516.45
CESAR RODRIGUES PIMENTEL,CESAR PIMENTEL,Deputado Federal,Masculino,PT,0,PT / PC do B,PT,PC do B,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),3-Jul-66,70,1363,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,29405.52
CEZAR AUGUSTO BUSSULARO DOS SANTOS,CEZAR SANTOS,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),11-Sep-57,16,1234,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"indepentes (pps, pdt, pv)",SC,0.12,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,7850.68
CEZAR AUGUSTO CAROLLO SILVESTRI,CEZAR SILVESTRI,Deputado Federal,Masculino,PPS,1,PPS / PFL,PPS,PFL,NA,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),1-Aug-54,30,2313,NAo,NA,NA,NAo,Sim,NAo,NAo,NAo,NAo,SI,NAo,NAo,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,SI,"indepentes (pps, pdt, pv)",PR,0.18,61204,962,0,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,1,61204,29,1,21.64,0.68,0.87,497607.91
CEZAR AUGUSTO MOREIRA LIMA,MOREIRA LIMA,Deputado Federal,Masculino,PRTB,2,PRTB / PHS / PRP,PRTB,PHS,PRP,NA,NA,NA,NA,Indeferido com recurso,Ensino MEdio completo,EmpresArio,Outros,Casado(a),14-May-56,18,2810,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,MA,0.54,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CEZAR AUGUSTO SCHIRMER,SCHIRMER,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),23-Feb-52,31,1520,NAo,NA,NA,NAo,Sim,NAo,NAo,NAo,NAo,SI,NAo,NAo,54,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,3_ Vice-Presidente,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,86647,74691,0,NAo,Sim,NAo Participou,NAo Participou,0,Nao,NAo,NAo,NAo,1,NA,NA,NA,NA,NA,NA,223782.87
CEZAR CASTRO LOPES,CEZAR BOMBEIRO,Deputado Federal,Masculino,PRP,2,PRTB / PHS / PRP,PRTB,PHS,PRP,NA,NA,NA,NA,Indeferido com recurso,Superior completo,BibliotecArio,Outros,Solteiro(a),5-Mar-64,18,4499,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,42,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,MA,0.54,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
CEZAR TADEU LOPES,CEZAR DA RECICLAGEM,Deputado Federal,Masculino,PMN,1,PTN / PMN / PTC / PRONA / PT do B,PTN,PMN,PTC,PRONA,PT do B,NA,NA,Deferido,Ensino Fundamental incompleto,EmpresArio,Outros,Casado(a),15-May-63,30,3322,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,pequenos partidos,PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1249
CHANG SEON LIM,MESTRE LIM,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),7-May-46,53,4312,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,60,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2399.95
CHARLES CAETANO ROSA,CHARLES CAETANO,Deputado Federal,Masculino,PPS,1,PTN / PPS / PAN / PRTB / PMN / PTC / PSB / PV,PTN,PPS,PAN,PRTB,PMN,PTC,PSB,Deferido,Superior completo,Vereador,Outros,Casado(a),5-Jul-71,8,2310,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,35,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"indepentes (pps, pdt, pv)",MT,0.24,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,98469.37
CHARLES COZZOLINO,CHARLES COZZOLINO,Deputado Federal,Masculino,PAN,2,PTB / PAN,PTB,PAN,NA,NA,NA,NA,NA,Indeferido com recurso,Ensino MEdio completo,EmpresArio,Outros,Divorciado(a),22-Apr-58,46,2614,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,150823.89
CHARLES DE MAGALHAES ARAUJO JUNIOR,MAJOR CHARLES,Deputado Federal,Masculino,PMDB,1,PSDB / PMDB / PTB / PT do B,PSDB,PMDB,PTB,PT do B,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Estadual,Militar da ativa,Casado(a),20-Oct-66,8,1533,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,39,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",DF,0.1838,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,28262.94
CHAYENNE GIOIA ALVES,CHAYENNE GIOIA,Deputado Federal,Masculino,PV,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Policial Militar,Outros,Casado(a),19-Jun-73,46,4344,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,33,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CHE GUEVARA ANDRADE ORNELAS,CHE GUEVARA,Deputado Federal,Masculino,PRP,2,PRP / PT do B,PRP,PT do B,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Servidor PUblico Civil Aposentado,Servidor Publico Civil,Casado(a),7-Apr-61,39,4413,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,BA,0.473,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CHHAI KWO CHHENG,CHHAI,Deputado Federal,Masculino,PV,1,PRB / PT / PMDB / PSC / PPS / PMN / PTC / PSB / PV / PC do B,PRB,PT,PMDB,PSC,PPS,PMN,PTC,Deferido,Superior completo,MEdico,Outros,Casado(a),10-Oct-58,8,4323,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Norte,NA,"indepentes (pps, pdt, pv)",RR,0.38,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,27843.25
CHRISTIAN PERILLIER SCHNEIDER,CHRISTIAN SCHNEIDER,Deputado Federal,Masculino,PTB,2,PSDB / PMDB / PTB / PT do B,PSDB,PMDB,PTB,PT do B,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Federal,Servidor Publico Civil,Casado(a),23-Feb-73,8,1444,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,33,NAo,NA,NAo,NA,NA,31 a 40 anos,Centro-oeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",DF,0.1838,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,151480
CHRISTINA DO AMARAL BARRETO,CHRISTINA AMARAL,Deputado Federal,Feminino,PPS,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Federal,Outros,Casado(a),15-Jan-58,46,2321,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
CHRISTOPHER PETER BUENO NETTO,CHRISTO,Deputado Federal,Masculino,PL,2,PT / PHS / PL / PAN / PRB / PC do B,PT,PHS,PL,PAN,PRB,PC do B,NA,Deferido,Superior completo,ComerciArio,Outros,Separado(a) judicialmente,6-Jun-33,30,2244,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,73,NAo,NA,NAo,NA,NA,65 anos ou mais,Sul,NA,"oposiCAo (pfl, psdb)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,11061.09
CICERA MARIA BEZERRA DA SILVA,MISSIONARIA IRMA CICERA,Deputado Federal,Feminino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Empregado DomEstico,Outros,Casado(a),27-Mar-59,70,4311,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,47,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CICERO DAVI DA SILVA FILHO,CICERO DAVI,Deputado Federal,Masculino,PAN,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Municipal,Outros,Solteiro(a),20-May-50,25,2655,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,pequenos partidos,PE,0.49,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
CICERO FRANCISCO NOGUEIRA DE OLIVEIRA,CICERO NOGUEIRA,Deputado Federal,Masculino,PSL,1,PSL / PRONA,PSL,PRONA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Outros,Outros,Casado(a),4-Oct-70,22,1740,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,35,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,pequenos partidos,CE,0.483,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CICERO MENDONCA DE LIMA,CICERO MENDONCA,Deputado Federal,Masculino,PSDB,1,PMDB / PPS / PSDB / PT do B,PMDB,PPS,PSDB,PT do B,NA,NA,NA,Deferido,Ensino Fundamental completo,Comerciante,Outros,Casado(a),19-Sep-48,9,4556,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,58,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,"oposiCAo (pfl, psdb)",AL,0.563,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CILENE MARIA ASSUNCAO MEDEIROS,CILENE MARIA,Deputado Federal,Feminino,PT do B,2,PPS / PV / PSDB / PT do B,PPS,PV,PSDB,PT do B,NA,NA,NA,Deferido,Superior incompleto,Servidor PUblico Estadual,Outros,Casado(a),16-Nov-53,10,7033,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Nordeste,NA,pequenos partidos,PI,0.51,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CILON TADEU DE FREITAS LIMA,CILON LIMA,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),1-Jul-49,31,1214,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,"indepentes (pps, pdt, pv)",RS,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1718.19
CIPRIANO NOGUEIRA DA SILVA,CIPRIANO NOGUEIRA,Deputado Federal,Masculino,PSB,0,PT / PSB / PC do B,PT,PSB,PC do B,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Trabalhador de ConstruCAo Civil,Outros,Casado(a),5-Sep-57,46,4066,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CIRO CASTILHO MACHADO,CIRO MACHADO,Deputado Federal,Masculino,PSB,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),20-Aug-49,31,4022,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,57,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,9778.99
CIRO DE CARVALHO BASTOS,CIRO BASTOS,Deputado Federal,Masculino,PTB,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Indeferido com recurso,Superior completo,EmpresArio,Outros,Solteiro(a),6-May-46,70,1404,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,60,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
CIRO FERREIRA GOMES,CIRO GOMES,Deputado Federal,Masculino,PSB,0,PSB / PT / PMDB / PP,PSB,PT,PMDB,PP,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Separado(a) judicialmente,6-Nov-57,22,4040,NAo,NA,NA,NAo,Sim,Sim,NAo,NAo,Sim,NAo,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",CE,0.483,NA,667830,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1194617.75
CIRO FRANCISCO PEDROSA,CIRO PEDROSA,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,EmpresArio,Servidor Publico Civil,Casado(a),9-Jul-56,53,4344,NAo,NA,NA,NAo,NAo,NAo,NAo,Sim,NAo,NAo,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",MG,0.25,NA,131984,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,655653.93
CIRO GILMAR CAMPOS,CIRO CAMPOS,Deputado Federal,Masculino,PSDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),11-Apr-57,30,4555,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"oposiCAo (pfl, psdb)",PR,0.18,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,1500
CIRO NOGUEIRA LIMA FILHO,CIRO NOGUEIRA,Deputado Federal,Masculino,PP,2,PP / PMDB / PSC / PCB / PAN / PTC,PP,PMDB,PSC,PCB,PAN,PTC,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),21-Nov-68,10,1111,Sim,uma mudanCa,oposiCAo/oposiCAo,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,37,NAo,NA,Sim,uma mudanCa,oposiCAo/oposiCAo,31 a 40 anos,Nordeste,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PI,0.51,91859,107563,1,Sim,Sim,4o. secretArio,NAo Participou,NA,Nao,Sim,NAo,NAo,1,91859,4,2,57.05,0.46,1,578651.52
CIRO TIZIANI MOURA,CIRO MOURA,Deputado Federal,Masculino,PTC,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Administrador,Outros,Casado(a),23-Feb-46,70,3636,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,60,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,263
CLAIR DA FLORA MARTINS,DRA. CLAIR,Deputado Federal,Feminino,PT,0,PT / PHS / PL / PAN / PRB / PC do B,PT,PHS,PL,PAN,PRB,PC do B,NA,Deferido,Superior completo,Advogado,Outros,Divorciado(a),10-Jul-45,30,1399,NAo,NA,NA,Sim,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,61,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,1_ Vice-Presidente,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PR,0.18,59114,28334,0,NAo,Sim,NAo Participou,NAo Participou,0,Nao,NAo,NAo,NAo,1,NA,NA,NA,NA,NA,NA,146108.02
CLAREANA CENDY BORBA DE LUCENA,CLARA,Deputado Federal,Feminino,PSOL,0,PSTU / PSOL,PSTU,PSOL,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Vendedor de ComErcio Varejista e Atacadista,Outros,Solteiro(a),8-Oct-81,12,5011,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,24,NAo,NA,NAo,NA,NA,21 a 30 anos,Nordeste,NA,pequenos partidos,PB,0.49,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CLARETH NONATA SANTOS TEIXEIRA,PASTORA CLARETH TEIXEIRA,Deputado Federal,Feminino,PPS,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,ComissArio de Bordo,Outros,Casado(a),20-Jun-69,53,2377,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,37,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",MG,0.25,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CLARIMUNDO CAMPOS PINTO,CLARIMUNDO CAMPOS,Deputado Federal,Masculino,PL,2,PP / PTB / PTN / PL / PPS / PAN / PRTB / PHS / PMN / PV / PRP / P,PP,PTB,PTN,PL,PPS,PAN,PRTB,Deferido,Superior completo,Servidor PUblico Civil Aposentado,Outros,Casado(a),26-Jun-60,17,2255,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Centro-oeste,NA,"oposiCAo (pfl, psdb)",GO,0.222,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,2273.46
CLARINDO FERRACIOLI,BELAO,Deputado Federal,Masculino,PSC,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Servidor PUblico Municipal,Servidor Publico Civil,Casado(a),3-May-56,70,2033,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
CLARK GABLE RODRIGUES,CLARK GABLE,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Estadual,Outros,Solteiro(a),21-Aug-65,46,5615,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,41,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
CLAUDEMIR RIBEIRO DE SOUZA,CLAUDEMIR RIBEIRO,Deputado Federal,Masculino,PT do B,2,PTN / PRP / PT do B,PTN,PRP,PT do B,NA,NA,NA,NA,Deferido,Superior completo,Servidor PUblico Estadual,Militar da ativa,Casado(a),25-Mar-76,70,7050,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,30,NAo,NA,NAo,NA,NA,21 a 30 anos,Sudeste,NA,pequenos partidos,SP,0.14,NA,NA,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,438.5
